City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Launceston,AU,-41.45,147.1667,60.44,91,100,14.97,moderate rain
469,Oktyabrskiy,RU,54.4815,53.471,48.24,65,98,4.23,overcast clouds
470,Evensk,RU,61.95,159.2333,29.08,57,93,7.92,overcast clouds
471,Gasa,PS,31.5,34.4667,75.78,58,100,7.05,overcast clouds
472,Kysyl-Syr,RU,63.8986,122.7617,30.67,97,100,6.67,light snow
473,Sakaiminato,JP,35.55,133.2333,71.58,56,20,14.97,few clouds
474,Coquimbo,CL,-29.9533,-71.3436,53.33,93,0,8.05,clear sky
475,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.17,85,3,19.42,clear sky
476,Margate,GB,51.3813,1.3862,55.69,92,100,1.01,light rain
477,Moron,AR,-34.6534,-58.6198,69.98,35,53,10.13,broken clouds
478,Houma,US,29.5958,-90.7195,75.0,96,0,0.0,mist
479,Koutsouras,GR,35.0339,25.9469,71.11,51,1,12.64,clear sky
480,Udachnyy,RU,66.4167,112.4,30.45,100,100,6.73,light snow
481,Broome,US,42.2506,-75.833,59.85,77,0,9.22,clear sky
482,Phan Thiet,VN,10.9333,108.1,82.8,72,100,2.19,overcast clouds
483,Ishigaki,JP,24.3448,124.1572,84.33,65,20,18.41,few clouds
484,Wairoa,NZ,-39.0333,177.3667,54.55,95,100,7.0,overcast clouds
485,Kamenka,RU,51.3223,42.7678,38.08,83,7,6.85,clear sky
486,Nuevo Progreso,MX,23.1667,-97.95,77.47,78,99,5.23,overcast clouds
487,Tromso,NO,69.6496,18.957,41.02,81,75,16.11,light intensity shower rain
488,Abnub,EG,27.2696,31.1511,68.4,68,0,10.63,clear sky
489,Torbat-E Jam,IR,35.244,60.6225,66.49,13,6,7.9,clear sky
490,Yazd,IR,31.8972,54.3675,60.91,23,0,4.61,clear sky
491,Maniitsoq,GL,65.4167,-52.9,26.78,61,19,6.49,few clouds
492,Huercal-Overa,ES,37.389,-1.9454,65.23,84,13,4.25,few clouds
493,Kundiawa,PG,-6.0167,144.9667,73.94,78,100,0.63,overcast clouds
494,Kahului,US,20.8947,-156.47,84.22,77,40,13.8,scattered clouds
495,Forssa,FI,60.8146,23.6215,38.41,93,50,6.06,scattered clouds
496,Djibo,BF,14.1022,-1.6306,85.15,35,4,5.82,clear sky
497,Sungaipenuh,ID,-2.0833,101.3833,69.93,89,100,4.25,overcast clouds
498,Kirakira,SB,-10.4544,161.9205,84.22,68,99,6.33,overcast clouds
499,Kampot,KH,10.6167,104.1833,84.25,70,100,1.88,overcast clouds
500,Rocha,UY,-34.4833,-54.3333,59.18,55,2,16.51,clear sky
501,Agnibilekrou,CI,7.1344,-3.2047,69.15,99,99,2.48,overcast clouds
502,Mehran,IR,33.1222,46.1646,76.21,15,60,3.47,broken clouds
503,Bara,NG,10.3744,10.7288,76.95,76,94,6.69,light rain
504,Pangnirtung,CA,66.1451,-65.7125,15.78,69,4,4.41,clear sky
505,Nyurba,RU,63.2842,118.3319,33.66,98,100,5.86,light snow
506,Grand Gaube,MU,-20.0064,57.6608,74.37,62,18,8.99,few clouds
507,Aswan,EG,24.0934,32.907,73.08,45,0,10.49,clear sky
508,Terme,TR,41.2092,36.9739,58.93,77,100,5.5,overcast clouds
509,Staunton,US,38.1496,-79.0717,61.32,83,75,5.75,broken clouds
510,Te Anau,NZ,-45.4167,167.7167,58.48,42,2,1.7,clear sky
511,Ulladulla,AU,-35.35,150.4667,64.29,73,99,16.75,light rain
512,Edd,ER,13.9297,41.6925,86.29,57,7,5.75,clear sky
513,Noumea,NC,-22.2763,166.4572,78.78,68,60,12.66,broken clouds
514,Remedios,CU,22.4947,-79.5458,77.92,90,15,8.21,light rain
515,Uttiramerur,IN,12.6,79.7667,84.38,66,59,1.01,broken clouds
516,Tabou,CI,4.423,-7.3528,76.05,81,100,4.05,overcast clouds
517,Vallenar,CL,-28.5708,-70.7581,58.6,68,0,2.75,clear sky
518,Pemangkat,ID,1.1667,108.9667,82.49,75,97,9.6,heavy intensity rain
519,Rincon,US,32.296,-81.2354,74.86,95,100,3.44,thunderstorm
520,Sibolga,ID,1.7427,98.7792,85.12,62,99,4.27,overcast clouds
521,Kaina,NG,12.6374,8.5873,78.01,51,50,4.43,scattered clouds
522,Aipe,CO,3.2222,-75.2367,79.59,71,97,1.86,overcast clouds
523,Frontera,MX,26.9333,-101.45,83.32,37,0,2.13,clear sky
524,Uberlandia,BR,-18.9186,-48.2772,70.81,68,0,13.8,clear sky
525,Beloha,MG,-25.1667,45.05,73.24,67,0,5.91,clear sky
526,Traverse City,US,44.7631,-85.6206,46.47,96,100,4.61,overcast clouds
527,Coahuayana,MX,18.7333,-103.6833,78.66,93,100,2.01,overcast clouds
528,Ambilobe,MG,-13.2,49.05,73.63,53,0,4.14,clear sky
529,Marzuq,YE,14.4,46.4667,72.03,39,0,2.13,clear sky
530,Rancho Palos Verdes,US,33.7445,-118.387,68.97,91,75,4.0,broken clouds
531,Nacala,MZ,-14.5428,40.6728,72.64,82,0,1.03,clear sky
532,Talara,PE,-4.5772,-81.2719,63.66,83,32,17.02,scattered clouds
533,Puerto Leguizamo,CO,-0.1934,-74.7819,73.89,79,25,1.05,scattered clouds
534,Parsabad,IR,39.6482,47.9174,61.12,88,40,6.91,scattered clouds
535,Barra Patuca,HN,15.8,-84.2833,78.76,88,78,7.23,broken clouds
536,Birin,NP,26.8865,88.0718,67.87,73,11,4.34,few clouds
537,Puerto Madero,MX,14.7208,-92.4215,77.2,100,100,0.0,overcast clouds
538,Siocon,PH,7.7061,122.1353,87.46,64,98,5.41,overcast clouds
539,Marsa Matruh,EG,31.3525,27.2453,71.83,77,5,9.33,clear sky
540,Dolneni,MK,41.4253,21.4547,54.36,89,100,1.25,overcast clouds
541,Waitara,NZ,-38.925,174.25,54.0,84,99,3.36,overcast clouds
542,Viedma,AR,-40.8135,-62.9967,44.29,60,32,9.13,scattered clouds
543,Chernogorsk,RU,53.8236,91.2842,39.52,81,40,2.24,scattered clouds
544,Graciano Sanchez,MX,23.9167,-99.2833,75.43,85,100,1.59,overcast clouds
545,Osa,RU,57.2829,55.4567,47.53,64,99,4.23,overcast clouds
546,Mbaiki,CF,3.8678,17.9892,68.7,99,92,1.88,light rain
547,Fort Myers Beach,US,26.452,-81.9481,75.27,90,0,6.91,light rain
548,Inta,RU,66.0317,60.1659,37.71,76,100,5.46,overcast clouds
549,La Rioja,ES,42.25,-2.5,44.38,82,99,6.08,overcast clouds
550,Akdepe,TM,42.0551,59.3788,50.09,40,100,12.01,overcast clouds
551,Arinos,BR,-15.9169,-46.1056,72.73,35,37,1.25,scattered clouds
552,Neiafu,TO,-18.65,-173.9833,81.28,78,40,6.91,scattered clouds
553,Ndele,CF,8.4109,20.6473,68.47,90,29,1.88,scattered clouds
554,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,55.47,76,0,9.69,clear sky
555,Khandyga,RU,62.6667,135.6,26.98,77,57,3.33,broken clouds
556,Manzhouli,CN,49.6,117.4333,55.02,25,2,12.86,clear sky
557,Taoudenni,ML,22.6783,-3.9836,85.39,29,50,12.5,scattered clouds
558,Ballina,AU,-28.8667,153.5667,76.01,69,20,9.26,few clouds
559,Camacupa,AO,-12.0167,17.4833,60.85,70,38,3.4,light rain
560,Salmon Arm,CA,50.6998,-119.3024,51.64,81,59,1.14,broken clouds
561,Songjianghe,CN,42.1859,127.479,57.94,44,100,6.64,overcast clouds
562,Waconia,US,44.8508,-93.7869,45.34,75,67,8.01,broken clouds
563,Urucui,BR,-7.2294,-44.5561,81.09,34,4,7.85,clear sky
564,San Juan,AR,-31.5375,-68.5364,71.73,14,33,12.21,scattered clouds
565,Puruandiro,MX,20.0833,-101.5,59.81,66,51,2.06,broken clouds
566,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,62.56,95,100,0.92,overcast clouds
567,Montanha,BR,-18.1269,-40.3633,67.8,87,4,5.12,clear sky
568,Axim,GH,4.8699,-2.2405,75.9,88,96,5.95,moderate rain
569,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,23,0,17.27,clear sky
570,Oussouye,SN,12.485,-16.5469,78.66,86,78,7.0,broken clouds
571,Besancon,FR,47.2488,6.0182,53.13,96,96,2.55,overcast clouds
572,Buala,SB,-8.145,159.5921,84.43,65,98,4.52,light rain
573,Leh,IN,34.1667,77.5833,42.55,46,19,4.81,few clouds
574,Samarinda,ID,-0.5,117.15,87.58,63,92,5.37,overcast clouds
575,Abha,SA,18.2164,42.5053,55.22,24,0,0.0,clear sky
576,Aripuana,BR,-9.1667,-60.6333,70.86,99,88,1.9,overcast clouds
577,Alindao,CF,5.0267,21.2088,67.73,96,90,2.17,overcast clouds
578,Bosilegrad,RS,42.5011,22.4724,50.74,95,100,1.25,overcast clouds
579,Awbari,LY,26.5921,12.7805,69.28,29,4,7.72,clear sky
580,Saint-Leu,RE,-21.15,55.2833,72.32,100,0,1.61,clear sky
581,Bom Jardim,BR,-7.7958,-35.5872,67.44,97,73,5.84,broken clouds
582,Biga,TR,40.2281,27.2422,65.05,74,100,11.9,overcast clouds
583,Roald,NO,62.5833,6.1333,52.16,93,75,6.91,light rain
584,Akyab,MM,20.15,92.9,83.86,73,0,1.3,clear sky
585,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,88,40,9.71,scattered clouds
586,Port Moresby,PG,-9.4431,147.1797,87.22,66,40,14.97,haze
587,Raton,US,36.9034,-104.4391,51.31,61,0,5.75,clear sky
588,Port Keats,AU,-14.25,129.55,90.73,47,6,11.9,clear sky
589,Araouane,ML,18.9048,-3.5265,84.49,16,7,1.86,clear sky
590,Asfi,MA,32.2994,-9.2372,68.0,91,2,8.84,clear sky
591,Xifeng,CN,42.7372,124.7222,61.63,54,99,17.38,overcast clouds
592,Kuloy,RU,61.0305,42.4925,38.28,95,84,3.98,broken clouds
593,Zhifang,CN,30.35,114.3167,66.18,33,0,4.21,clear sky
594,Saint-Joseph,RE,-21.3667,55.6167,71.47,70,15,10.71,few clouds
595,Acapulco,MX,16.8634,-99.8901,80.42,83,100,0.0,overcast clouds
596,La Reforma,MX,25.0833,-108.05,78.08,66,0,6.55,clear sky
597,Siavonga,ZM,-16.5382,28.7088,72.81,39,0,4.74,clear sky
598,Dhandhuka,IN,22.3667,71.9833,86.81,34,32,7.31,scattered clouds
599,Tonota,BW,-21.4833,27.4833,65.17,28,26,6.64,scattered clouds
600,Bawku,GH,11.0616,-0.2417,77.52,63,52,3.36,broken clouds
601,Seoul,KR,37.5683,126.9778,71.17,44,0,4.61,clear sky
602,Leshan,CN,29.5623,103.7639,59.04,88,100,1.21,overcast clouds
603,Dawlatabad,AF,36.4141,64.9053,70.27,13,0,2.57,clear sky
604,Bac Lieu,VN,9.285,105.7244,84.11,70,100,10.2,overcast clouds
605,La Palma,US,33.8464,-118.0467,71.55,83,75,6.91,broken clouds
606,Freeport,US,40.6576,-73.5832,63.01,89,75,6.91,broken clouds
607,Boende,CD,-0.2167,20.8667,68.79,98,84,1.25,light rain
608,Hambantota,LK,6.1241,81.1185,82.74,83,40,6.91,scattered clouds
609,Limot,PH,7.0405,126.2727,89.01,58,79,4.92,broken clouds
610,Baoma,CN,31.4859,106.1128,61.74,66,100,2.42,overcast clouds
611,Zaysan,KZ,47.4667,84.8667,50.65,36,7,5.79,clear sky
612,Tatawin,TN,32.9297,10.4518,70.27,63,12,2.48,few clouds
613,Dromolaxia,CY,34.8761,33.586,72.99,82,20,5.99,few clouds
614,Coffs Harbour,AU,-30.3,153.1333,70.12,77,100,9.22,overcast clouds
615,Ketchikan,US,55.3422,-131.6461,54.07,82,100,8.05,overcast clouds
616,Muravlenko,RU,63.7898,74.523,36.07,83,28,9.26,scattered clouds
617,Abdanan,IR,32.9926,47.4198,66.85,18,52,5.99,broken clouds
618,Vikhorevka,RU,56.1201,101.1636,36.99,89,100,6.55,light rain
619,Gat,IL,31.61,34.7642,70.39,68,74,3.96,broken clouds
620,Kokopo,PG,-4.352,152.2633,84.61,64,100,8.1,overcast clouds
621,Bako,ET,5.7833,36.5667,66.31,67,79,3.58,broken clouds
622,Labrea,BR,-7.2586,-64.7981,74.46,84,83,0.81,light rain
623,Westport,US,41.1415,-73.3579,62.8,85,0,9.22,clear sky
624,Mochalishche,RU,56.3306,48.3547,43.57,97,96,4.32,overcast clouds
625,Erdenet,MN,49.0333,104.0833,46.6,35,63,6.24,broken clouds
626,Yemelyanovo,RU,56.1681,92.6767,38.21,93,40,8.95,scattered clouds
627,Floro,NO,61.5996,5.0328,49.23,100,75,9.22,broken clouds
628,Gulu,UG,2.7746,32.299,63.41,91,85,2.93,overcast clouds
629,Marang,MY,5.2056,103.2059,84.96,70,97,6.64,overcast clouds
630,Honiara,SB,-9.4333,159.95,83.57,76,100,5.19,overcast clouds
631,Algiers,DZ,36.7525,3.042,64.22,88,40,3.44,scattered clouds
632,Bowling Green,US,36.9903,-86.4436,62.53,91,0,8.05,clear sky
633,Conde,BR,-7.2597,-34.9075,76.46,83,75,6.91,broken clouds
634,Caluquembe,AO,-13.7833,14.6833,62.69,68,92,1.92,overcast clouds
635,Brae,GB,60.3964,-1.353,48.38,71,48,12.95,scattered clouds
636,Burnie,AU,-41.0667,145.9167,56.95,94,100,10.96,light rain
637,Krasnoselkup,RU,65.7,82.4667,35.65,73,100,8.48,overcast clouds
638,Kihei,US,20.785,-156.4656,84.22,84,40,13.8,light rain
639,Omboue,GA,-1.5746,9.2618,76.1,90,98,3.74,light rain
640,Riyadh,SA,24.6877,46.7219,69.94,29,1,1.7,clear sky
641,Yarim,YE,14.298,44.3779,54.3,29,4,7.31,clear sky
642,Monrovia,LR,6.3005,-10.7969,76.42,86,100,2.95,light rain
643,Bereda,ES,43.2686,-7.5406,58.41,100,100,1.9,overcast clouds
644,Susuman,RU,62.7833,148.1667,20.21,88,100,3.15,overcast clouds
645,Cocachacra,PE,-17.0883,-71.7575,59.65,81,83,3.78,broken clouds
646,Savannah Bight,HN,16.45,-85.85,82.98,83,93,21.99,overcast clouds
647,Sisimiut,GL,66.9395,-53.6735,26.42,87,88,10.36,light snow
648,Marsh Harbour,BS,26.5412,-77.0636,81.64,77,100,12.53,overcast clouds
649,Madimba,TZ,-10.4,40.3333,65.52,94,20,11.5,few clouds
650,Dauphin,CA,51.1494,-100.0502,37.54,60,100,13.8,overcast clouds
651,Pierre,US,44.3683,-100.351,54.52,38,0,27.0,clear sky
652,Aksarka,RU,66.5606,67.7975,34.43,92,72,7.96,broken clouds
653,Santiago Del Estero,AR,-27.7951,-64.2615,67.89,31,0,9.37,clear sky
654,Kargopol,RU,61.5071,38.9456,39.88,86,100,3.6,overcast clouds
655,Kachiry,KZ,53.0675,76.1036,47.59,63,46,11.05,scattered clouds
656,Sao Caetano De Odivelas,BR,-0.75,-48.02,76.77,91,98,7.92,overcast clouds
657,Porto Santo,PT,33.072,-16.3415,70.18,73,40,11.5,scattered clouds
658,Menongue,AO,-14.6585,17.691,64.58,40,86,2.37,overcast clouds
659,Pontianak,ID,-0.0333,109.3333,84.18,79,75,8.05,broken clouds
660,Wana,PK,32.2989,69.5725,67.1,15,0,1.16,clear sky
661,Caranavi,BO,-15.8167,-67.55,60.64,99,54,0.96,broken clouds
662,Mandiana,GN,10.6333,-8.6833,71.26,89,99,2.48,overcast clouds
663,Wanaka,NZ,-44.7,169.15,56.52,52,11,4.97,few clouds
664,Mumford,GH,5.2618,-0.759,75.94,90,94,7.27,overcast clouds
665,Ibra,OM,22.6906,58.5334,80.26,24,10,2.04,clear sky
666,Lazaro Cardenas,MX,17.9583,-102.2,80.82,84,100,2.04,overcast clouds
667,Talaya,RU,61.3833,152.75,19.87,86,100,1.07,overcast clouds
668,Vada,NL,51.97,5.6667,54.34,87,75,5.75,light rain
669,Novopskov,UA,49.5464,39.0899,44.2,83,67,5.28,broken clouds
670,Nicolas Bravo,MX,18.45,-88.9167,73.92,99,99,1.57,overcast clouds
671,Anloga,GH,5.7947,0.8973,78.04,85,60,8.57,broken clouds
672,Usinsk,RU,65.9939,57.5281,37.06,90,100,10.29,overcast clouds
673,Santa Isabel,BR,-23.3156,-46.2214,67.3,94,64,2.04,broken clouds
674,Jalcocotan,MX,21.4667,-105.1167,70.14,75,88,3.36,overcast clouds
675,Tarko-Sale,RU,64.9225,77.785,38.16,68,100,3.04,overcast clouds
676,Tikaitnagar,IN,26.95,81.5833,80.24,69,0,3.42,clear sky
677,Chernyshevskiy,RU,63.0128,112.4714,33.19,91,100,7.76,overcast clouds
678,Linjiang,CN,41.8069,126.9078,63.19,38,99,4.99,overcast clouds
679,Orotukan,RU,62.2667,151.7,19.9,80,100,1.54,overcast clouds
680,Zyryanovsk,KZ,49.7386,84.2719,48.45,42,63,0.45,broken clouds
681,Sabang,ID,5.8933,95.3214,81.27,74,39,7.38,scattered clouds
682,Ouango,CF,4.3133,22.5552,67.89,98,73,2.17,broken clouds
683,Shingu,JP,33.7333,135.9833,68.23,79,100,14.23,light rain
684,Makakilo City,US,21.3469,-158.0858,82.72,76,75,10.36,light rain
685,Becerril,CO,9.7041,-73.2793,74.89,92,100,2.24,overcast clouds
686,Masindi,UG,1.6744,31.715,62.89,93,89,1.39,overcast clouds
687,Hasanabad,IR,36.5465,61.0543,70.72,13,25,4.43,scattered clouds
688,Bom Jesus,BR,-9.0744,-44.3586,72.88,43,2,1.86,clear sky
689,Maragogi,BR,-9.0122,-35.2225,74.41,86,69,10.11,broken clouds
690,Chara,RU,56.9064,118.2631,35.89,82,66,3.65,broken clouds
691,Yelizovo,RU,53.1873,158.3805,55.54,44,75,17.9,broken clouds
692,Port-Cartier,CA,50.0334,-66.8654,41.22,90,92,5.57,overcast clouds
693,Yar-Sale,RU,66.8333,70.8333,37.54,83,100,9.8,overcast clouds
694,Strangnas,SE,59.3774,17.0312,48.18,85,86,8.72,overcast clouds
695,Touba,CI,8.2833,-7.6833,67.44,95,96,3.62,overcast clouds
696,Gondanglegi,ID,-7.7479,112.0132,90.0,52,40,14.45,scattered clouds
697,Rawah,IQ,34.4816,41.9093,74.64,27,79,4.65,broken clouds
698,Sabla,NG,12.7525,4.7077,79.34,35,94,6.58,overcast clouds
699,Ixtapa,MX,20.7,-105.2,71.6,73,97,3.62,overcast clouds
700,Merrill,US,45.1805,-89.6835,44.37,88,40,8.05,scattered clouds
701,Sarankhola,BD,22.3082,89.7897,85.39,75,34,2.42,scattered clouds
702,Prieska,ZA,-29.6641,22.7474,66.63,20,6,2.15,clear sky
703,Maple Creek,CA,49.9168,-109.4848,46.81,36,1,9.22,clear sky
